Year,DOY,Hour,IMF_Mag,Bx_GSE,By_GSE,Bz_GSE,Proton_Density,Plasma_Speed,Kp_index
2023,59,3,8.4,2.6,-2.6,3.5,2.5,680.0,47
2023,59,4,8.6,4.1,-0.6,4.0,2.7,670.0,47
2023,59,5,6.4,5.6,1.2,4.8,2.7,667.0,47
2023,59,6,8.1,1.1,1.5,0.6,1.8,648.0,30
2023,59,7,8.5,0.9,-1.1,1.2,1.3,661.0,30
2023,59,8,9.0,2.4,0.7,2.1,1.2,653.0,30
2023,59,9,8.0,4.0,3.7,3.0,1.4,651.0,30
2023,59,10,7.9,3.7,2.4,3.1,1.6,641.0,30
2023,59,11,8.7,2.2,0.8,2.0,2.1,632.0,30
2023,59,12,9.8,1.2,-0.8,1.4,2.2,626.0,17
2023,59,13,10.0,-0.2,-0.2,-0.1,1.9,619.0,17
2023,59,14,10.4,-0.6,0.1,-0.6,1.6,613.0,17
2023,59,15,10.6,-1.1,0.9,-1.3,1.9,603.0,13
2023,59,16,9.6,-0.4,0.6,-0.6,1.9,595.0,13
2023,59,17,8.0,-1.2,2.5,-2.1,1.4,593.0,13
2023,59,18,6.8,-2.9,-0.4,-2.4,1.0,591.0,40
2023,59,19,6.0,-3.0,-1.1,-2.1,2.1,658.0,40
2023,59,20,6.0,-2.9,-0.6,-2.2,1.9,670.0,40
2023,59,21,6.4,-1.9,-1.0,-1.1,1.2,629.0,43
2023,59,22,5.8,-2.8,1.7,-3.3,1.2,634.0,43
2023,59,23,4.7,-3.8,2.9,-4.8,1.4,642.0,43
2023,60,0,3.4,-3.1,3.1,-4.3,1.6,651.0,30
2023,60,1,-0.0,-1.0,5.1,-3.4,2.2,695.0,30
2023,60,2,-0.0,-4.0,3.5,-5.2,1.8,683.0,30
2023,60,3,0.0,-4.2,4.0,-5.5,1.6,669.0,10
2023,60,4,0.2,-3.8,4.2,-5.2,1.4,666.0,10
2023,60,5,2.3,-3.5,3.5,-4.5,1.5,627.0,10
2023,60,6,2.6,-3.7,3.5,-4.6,1.7,612.0,13
2023,60,7,3.2,-3.8,3.2,-4.6,1.3,607.0,13
2023,60,8,2.2,-4.4,3.7,-5.2,1.4,625.0,13
2023,60,9,-0.6,-2.6,4.1,-3.5,2.9,637.0,27
2023,60,10,-4.6,1.3,2.9,0.6,5.7,617.0,27
2023,60,11,-5.2,1.7,2.5,1.1,5.4,612.0,27
2023,60,12,-5.3,1.2,2.3,0.6,4.8,605.0,7
2023,60,13,-5.3,0.8,2.0,0.3,3.6,603.0,7
2023,60,14,-5.6,0.4,1.2,0.0,3.3,594.0,7
2023,60,15,-5.2,-0.2,1.5,-0.7,3.2,590.0,13
2023,60,16,-5.0,-0.6,1.6,-1.1,3.5,581.0,13
2023,60,17,-5.1,-1.1,1.4,-1.6,3.6,575.0,13
2023,60,18,-4.8,-1.0,1.5,-1.6,5.6,573.0,20
2023,60,19,-4.5,-0.8,1.5,-1.4,6.3,573.0,20
2023,60,20,-4.7,-1.0,2.5,-2.1,6.5,573.0,20
2023,60,21,-4.6,-1.8,2.7,-2.9,7.0,567.0,20
2023,60,22,0.6,2.6,5.0,-0.4,4.9,553.0,20
2023,60,23,1.5,3.6,4.6,0.7,5.1,541.0,20
2023,61,0,0.4,2.2,4.1,-0.2,4.9,536.0,7
2023,61,1,0.2,1.7,3.6,-0.3,3.6,545.0,7
2023,61,2,2.1,0.5,-1.2,1.0,3.0,546.0,7
2023,61,3,-0.5,-1.6,0.7,-1.7,2.5,542.0,13
2023,61,4,0.1,-1.9,0.9,-2.1,2.6,528.0,13
2023,61,5,2.4,-0.8,-2.8,0.3,2.8,508.0,13
2023,61,6,0.5,-1.9,-1.5,-1.3,3.0,511.0,20
2023,61,7,2.0,-2.3,-1.1,-1.9,3.3,498.0,20
2023,61,8,1.4,-2.0,-2.3,-1.3,3.6,496.0,20
2023,61,9,-0.4,-2.7,2.3,-3.2,3.4,503.0,20
2023,61,10,0.1,-3.0,1.0,-3.1,4.2,497.0,20
2023,61,11,-4.0,-0.7,3.7,-1.5,5.4,510.0,20
2023,61,12,-4.1,-1.1,3.5,-1.9,5.1,499.0,13
2023,61,13,-3.6,-2.0,3.1,-2.7,6.7,509.0,13
2023,61,14,0.0,-3.6,1.7,-3.9,4.4,498.0,13
2023,61,15,-0.7,-4.5,2.7,-5.1,4.4,508.0,17
2023,61,16,-0.3,-5.2,3.7,-6.2,6.6,505.0,17
2023,61,17,2.9,-6.1,1.8,-6.3,6.8,492.0,17
2023,61,18,5.2,-6.0,-0.4,-5.2,7.5,484.0,27
2023,61,19,7.2,-5.1,0.4,-4.7,7.0,473.0,27
2023,61,20,5.7,-6.8,-2.6,-4.6,5.5,472.0,27
2023,61,21,7.0,-5.6,-3.2,-3.2,2.8,451.0,37
2023,61,22,6.9,-5.1,-2.9,-2.8,2.0,466.0,37
2023,61,23,7.0,-4.9,-2.6,-2.8,2.5,507.0,37
2023,62,0,4.9,-3.1,-1.0,-2.1,3.9,538.0,37
2023,62,1,4.6,-1.6,1.3,-2.0,3.6,540.0,37
2023,62,2,3.2,-6.0,0.1,-5.3,3.4,569.0,37
2023,62,3,3.6,-2.4,2.4,-3.2,3.6,565.0,37
2023,62,4,3.5,-2.4,2.8,-3.3,3.8,568.0,37
2023,62,5,5.1,-1.8,1.0,-2.0,3.2,545.0,37
2023,62,6,4.2,-4.7,0.8,-4.7,3.5,561.0,33
2023,62,7,3.8,-5.5,0.3,-5.4,3.4,578.0,33
2023,62,8,3.5,-5.9,-0.2,-5.6,3.8,582.0,33
2023,62,9,4.3,-5.8,-2.0,-5.2,3.7,573.0,33
2023,62,10,6.5,-5.0,0.3,-4.9,3.5,548.0,33
2023,62,11,7.0,-4.4,-1.0,-4.1,2.1,587.0,33
2023,62,12,5.8,-4.7,-3.0,-3.8,2.0,642.0,33
2023,62,13,5.5,-4.1,0.6,-4.1,2.4,652.0,33
2023,62,14,3.7,-2.6,3.1,-3.4,2.8,671.0,33
2023,62,15,5.2,-2.5,3.1,-3.4,2.5,643.0,20
2023,62,16,6.1,-2.5,1.2,-2.8,2.4,619.0,20
2023,62,17,7.0,-2.1,1.2,-2.4,2.3,605.0,20
2023,62,18,7.0,0.1,-0.2,0.2,2.4,618.0,40
2023,62,19,6.5,-3.2,-1.8,-2.0,2.5,632.0,40
2023,62,20,6.6,1.2,-3.6,2.8,2.7,640.0,40
2023,62,21,6.8,-0.3,2.2,-1.4,2.5,630.0,40
2023,62,22,5.2,-4.0,0.9,-3.9,2.5,653.0,40
2023,62,23,5.2,-1.4,-2.5,0.1,2.5,666.0,40
2023,63,0,5.7,-0.6,-1.9,0.5,1.9,670.0,33
2023,63,1,5.9,-1.7,2.1,-2.5,1.8,680.0,33
2023,63,2,3.7,-1.8,2.9,-3.0,1.9,720.0,33
2023,63,3,3.6,-2.6,2.7,-3.5,2.0,716.0,30
2023,63,4,1.9,-3.8,4.1,-5.1,1.9,733.0,30
2023,63,5,2.8,-4.6,2.3,-5.1,1.9,720.0,30
2023,63,6,4.2,-4.2,0.2,-4.0,1.8,703.0,30
2023,63,7,3.0,-4.2,1.9,-4.6,1.7,719.0,30
2023,63,8,4.3,-2.3,2.4,-2.8,1.5,698.0,30
2023,63,9,4.1,-3.0,2.6,-3.5,1.4,687.0,33
2023,63,10,4.9,-3.1,1.1,-3.3,1.6,658.0,33
2023,63,11,2.8,-2.2,0.6,-2.3,2.0,704.0,33
2023,63,12,3.3,-2.0,1.3,-2.3,1.9,709.0,20
2023,63,13,2.4,-2.4,2.3,-2.9,1.9,724.0,20
2023,63,14,4.0,-1.4,2.1,-1.9,1.7,696.0,20
2023,63,15,3.4,-1.0,1.4,-1.4,1.5,706.0,27
2023,63,16,2.9,1.6,2.1,0.7,1.6,720.0,27
2023,63,17,2.9,0.7,3.2,-0.6,1.6,724.0,27
2023,63,18,3.8,-1.6,1.6,-2.1,1.5,711.0,33
2023,63,19,4.0,0.1,0.2,-0.0,1.3,699.0,33
2023,63,20,4.1,0.0,-0.4,0.2,1.3,694.0,33
2023,63,21,4.0,-1.5,-1.0,-0.8,1.4,685.0,40
2023,63,22,3.8,-0.5,-0.8,-0.0,1.6,682.0,40
2023,63,23,3.7,0.9,-2.1,1.9,1.8,683.0,40
2023,64,0,3.6,0.7,-1.6,1.4,1.9,682.0,33
2023,64,1,4.2,-0.9,-1.0,-0.3,2.0,667.0,33
2023,64,2,4.5,-1.7,0.4,-1.7,2.2,656.0,33
2023,64,3,4.2,-2.9,0.7,-2.9,2.3,655.0,33
2023,64,4,1.2,-4.6,0.8,-4.5,2.4,683.0,33
2023,64,5,1.8,-4.8,0.6,-4.7,2.7,661.0,33
2023,64,6,2.7,-2.8,3.3,-3.7,2.8,654.0,37
2023,64,7,2.4,-3.0,-4.0,-1.7,2.7,641.0,37
2023,64,8,1.5,-4.7,-3.1,-3.7,2.4,642.0,37
2023,64,9,3.0,-5.1,-1.9,-4.5,2.4,622.0,27
2023,64,10,4.3,-5.7,-1.4,-5.2,2.1,586.0,27
2023,64,11,4.3,-5.0,-0.6,-4.7,2.6,571.0,27
2023,64,12,2.1,-4.9,0.1,-4.8,3.3,581.0,40
2023,64,13,0.1,-2.6,-3.0,-1.7,3.9,586.0,40
2023,64,14,1.0,-4.0,-1.9,-3.3,3.9,575.0,40
2023,64,15,4.1,-5.1,-0.6,-4.6,3.8,544.0,33
2023,64,16,4.4,-4.9,0.4,-4.7,3.5,553.0,33
2023,64,17,4.8,-3.1,-0.6,-2.6,3.0,570.0,33
2023,64,18,3.9,-2.2,-2.5,-0.9,3.4,592.0,43
2023,64,19,4.7,-2.2,-2.7,-0.7,3.3,583.0,43
2023,64,20,-0.6,2.5,0.7,1.8,3.3,638.0,43
2023,64,21,-1.6,1.6,2.0,0.3,3.4,647.0,37
2023,64,22,4.0,-1.9,-0.1,-1.6,3.1,589.0,37
2023,64,23,4.5,-4.0,-0.8,-3.0,2.8,585.0,37
2023,65,0,4.9,-2.4,-0.7,-1.7,2.8,572.0,37
2023,65,1,5.6,-1.5,-0.4,-1.1,2.7,571.0,37
2023,65,2,4.0,-3.8,1.2,-3.9,2.4,584.0,37
2023,65,3,0.9,-1.1,0.0,-1.0,2.4,633.0,30
2023,65,4,3.2,-2.0,-1.4,-1.3,2.2,625.0,30
2023,65,5,4.3,0.3,2.1,-0.5,2.2,620.0,30
2023,65,6,3.1,-1.0,3.4,-2.1,2.4,643.0,27
2023,65,7,2.3,-1.0,4.2,-2.2,2.6,657.0,27
2023,65,8,2.9,-3.2,1.4,-3.5,2.7,645.0,27
2023,65,9,3.9,-2.3,0.8,-2.4,2.6,629.0,20
2023,65,10,3.5,-3.6,-0.4,-3.4,2.5,623.0,20
2023,65,11,3.7,-2.8,0.1,-2.7,2.2,622.0,20
2023,65,12,4.7,0.4,-0.7,0.6,2.0,612.0,27
2023,65,13,4.2,0.9,0.9,0.6,2.1,621.0,27
2023,65,14,1.4,-4.8,-0.4,-4.5,2.0,649.0,27
2023,65,15,0.7,-4.8,-0.2,-4.5,2.0,655.0,30
2023,65,16,3.8,-0.6,-0.2,-0.5,1.6,608.0,30
2023,65,17,3.7,-2.2,-1.0,-1.6,1.4,606.0,30
2023,65,18,3.9,-3.9,-0.6,-3.2,1.6,629.0,27
2023,65,19,3.2,-4.4,-0.1,-3.8,1.7,636.0,27
2023,65,20,3.6,-3.6,0.6,-3.4,1.7,630.0,27
2023,65,21,3.9,-2.3,0.9,-2.4,1.5,617.0,37
2023,65,22,2.3,-0.1,1.3,-0.8,1.6,653.0,37
2023,65,23,4.1,-0.7,1.4,-1.3,1.4,618.0,37
2023,66,0,3.8,-2.1,1.5,-2.6,1.6,627.0,23
2023,66,1,3.5,-0.8,-0.5,-0.4,2.4,657.0,23
2023,66,2,3.0,-2.8,-1.5,-1.7,1.8,642.0,23
2023,66,3,2.9,-0.8,1.2,-1.3,2.3,652.0,30
2023,66,4,1.1,0.3,-1.7,1.0,2.6,675.0,30
2023,66,5,-0.1,-2.8,-1.4,-2.1,2.4,679.0,30
2023,66,6,1.8,-2.1,1.4,-2.4,2.3,655.0,30
2023,66,7,1.7,-2.4,0.6,-2.5,2.3,656.0,30
2023,66,8,3.2,0.1,-0.5,0.2,2.2,643.0,30
2023,66,9,1.5,-1.5,1.6,-1.8,1.9,647.0,27
2023,66,10,3.1,-1.0,-0.2,-0.9,1.6,619.0,27
2023,66,11,3.1,-1.3,0.2,-1.3,1.5,612.0,27
2023,66,12,3.2,-1.3,-0.2,-1.2,1.4,603.0,20
2023,66,13,2.7,-1.9,0.4,-1.9,1.3,595.0,20
2023,66,14,2.8,-1.7,0.1,-1.7,1.3,587.0,20
2023,66,15,3.2,-1.6,0.5,-1.7,1.3,577.0,10
2023,66,16,2.4,-2.0,1.3,-2.3,1.4,580.0,10
2023,66,17,2.8,-2.4,0.5,-2.4,1.2,563.0,10
2023,66,18,2.6,-2.7,0.2,-2.5,1.2,536.0,10
2023,66,19,2.4,-2.7,0.3,-2.5,1.6,518.0,10
2023,66,20,2.8,-2.4,0.3,-2.2,2.0,499.0,10
2023,66,21,2.8,-1.6,0.3,-1.5,2.5,480.0,7
2023,66,22,2.8,-1.4,0.6,-1.5,2.4,475.0,7
2023,66,23,-1.3,-0.2,2.2,-1.3,3.2,485.0,7
2023,67,0,0.0,-0.6,2.5,-1.8,3.1,469.0,3
2023,67,1,1.2,-1.1,1.9,-1.9,3.0,454.0,3
2023,67,2,3.0,-0.8,0.6,-1.0,3.0,435.0,3
2023,67,3,2.8,-1.0,-1.9,-0.0,3.1,431.0,17
2023,67,4,1.2,-2.6,-2.4,-1.4,3.0,439.0,17
2023,67,5,0.6,-2.9,-1.5,-2.1,3.1,441.0,17
2023,67,6,2.2,-1.7,-1.7,-1.0,3.0,429.0,20
2023,67,7,2.4,-0.5,-2.6,0.3,2.9,427.0,20
2023,67,8,1.8,-3.0,-1.3,-2.5,2.7,423.0,20
2023,67,9,1.8,-2.1,-2.3,-1.5,2.4,421.0,17
2023,67,10,1.6,-1.8,0.4,-1.8,2.7,421.0,17
2023,67,11,2.9,0.6,1.2,0.3,2.8,405.0,17
2023,67,12,3.2,-1.9,-0.2,-1.8,2.9,403.0,13
2023,67,13,1.7,-3.6,1.2,-3.8,3.2,420.0,13
2023,67,14,2.2,-2.8,1.1,-3.0,3.0,414.0,13
2023,67,15,0.6,-3.0,1.3,-3.3,3.2,426.0,13
2023,67,16,1.7,-2.7,1.9,-3.2,3.2,413.0,13
2023,67,17,0.9,-3.4,-2.1,-2.2,3.3,417.0,13
2023,67,18,0.4,-3.1,-2.9,-1.5,3.2,425.0,30
2023,67,19,1.2,-3.1,-0.8,-2.3,3.3,411.0,30
2023,67,20,-0.1,-2.1,2.9,-3.3,3.5,422.0,30
2023,67,21,2.2,-3.1,0.5,-2.9,3.4,402.0,23
2023,67,22,0.9,-3.2,-2.5,-1.4,3.6,408.0,23
2023,67,23,2.5,-2.8,-0.8,-1.9,3.5,397.0,23
2023,68,0,1.7,-3.5,1.9,-4.0,3.9,405.0,20
2023,68,1,1.8,-4.5,-0.6,-3.6,4.1,404.0,20
2023,68,2,1.9,-4.7,-0.6,-3.8,4.9,410.0,20
2023,68,3,-0.0,-4.8,-1.6,-3.6,4.9,418.0,30
2023,68,4,2.3,-5.0,0.7,-4.8,5.0,408.0,30
2023,68,5,2.1,-4.3,-5.3,-2.0,4.6,419.0,30
2023,68,6,0.4,1.1,-7.7,3.6,6.0,422.0,40
2023,68,7,-0.0,0.0,-8.1,2.4,5.8,423.0,40
2023,68,8,-0.5,-3.8,-1.8,-3.2,7.2,431.0,40
2023,68,9,2.7,-4.9,-0.7,-4.6,7.7,416.0,33
2023,68,10,2.9,-4.9,2.0,-5.2,8.2,422.0,33
2023,68,11,2.8,0.5,-5.1,1.7,7.5,420.0,33
2023,68,12,2.3,-0.2,-3.4,0.7,9.0,422.0,30
2023,68,13,2.9,0.2,-2.6,0.9,9.0,418.0,30
2023,68,14,-0.2,-5.0,-1.0,-4.5,9.0,425.0,30
2023,68,15,0.4,-5.1,0.4,-4.9,8.7,421.0,30
2023,68,16,-0.1,-1.5,3.3,-2.6,6.9,419.0,30
2023,68,17,-1.1,-3.1,-1.4,-2.3,5.9,419.0,30
2023,68,18,0.1,-1.9,-1.6,-1.0,5.2,413.0,23
2023,68,19,1.6,-2.9,-2.1,-1.5,5.5,413.0,23
2023,68,20,0.9,-1.3,1.2,-1.7,5.1,409.0,23
2023,68,21,0.4,-2.5,-2.9,-0.6,4.6,410.0,20
2023,68,22,1.8,-2.3,-2.9,-0.4,4.4,402.0,20
2023,68,23,2.6,-2.0,-3.2,0.0,4.2,400.0,20
2023,69,0,1.8,-2.9,0.6,-2.8,4.5,402.0,33
2023,69,1,3.2,-2.0,1.9,-2.7,4.8,391.0,33
2023,69,2,0.9,-4.1,0.8,-4.0,4.8,402.0,33
2023,69,3,2.2,-3.3,1.6,-3.7,4.5,391.0,17
2023,69,4,1.3,-2.4,4.0,-3.8,5.2,392.0,17
2023,69,5,0.4,-3.6,5.7,-5.5,5.1,405.0,17
2023,69,6,3.0,-5.7,-0.7,-5.1,4.9,403.0,17
2023,69,7,5.5,-4.4,1.6,-4.7,4.7,390.0,17
2023,69,8,4.8,1.4,4.8,0.1,5.1,388.0,17
2023,69,9,2.5,0.7,4.7,-0.5,5.0,392.0,3
2023,69,10,1.2,2.5,5.1,1.2,5.3,399.0,3
2023,69,11,1.7,2.6,4.4,1.5,5.4,391.0,3
2023,69,12,4.0,-0.6,3.3,-1.4,4.9,371.0,10
2023,69,13,4.5,-3.6,-0.3,-3.4,4.7,369.0,10
2023,69,14,3.8,-4.4,-1.6,-3.7,4.8,371.0,10
2023,69,15,3.5,-3.7,-3.0,-2.5,4.9,369.0,30
2023,69,16,0.7,-3.0,-5.5,-0.7,5.5,384.0,30
2023,69,17,1.2,-2.0,-3.7,-0.3,5.6,380.0,30
2023,69,18,4.6,-1.4,1.5,-1.9,4.6,361.0,23
2023,69,19,4.3,-0.9,0.1,-0.8,5.0,354.0,23
2023,69,20,5.2,-0.5,0.3,-0.6,4.4,349.0,23
2023,69,21,4.9,1.5,-0.6,1.6,4.5,349.0,27
2023,69,22,4.6,-0.3,-1.8,0.7,4.6,348.0,27
2023,69,23,3.9,-2.4,-2.8,-0.5,5.2,355.0,27
2023,70,0,4.6,1.6,-2.2,2.5,4.6,347.0,27
2023,70,1,2.6,0.7,-3.3,2.3,4.7,360.0,27
2023,70,2,4.6,1.8,-1.3,2.2,4.1,341.0,27
2023,70,3,4.4,2.7,-1.1,2.9,4.6,346.0,17
2023,70,4,3.8,2.3,-2.5,3.1,4.6,347.0,17
2023,70,5,3.7,1.9,-3.3,3.0,4.9,350.0,17
2023,70,6,4.6,-0.7,-2.6,0.2,4.7,341.0,13
2023,70,7,5.2,-1.5,-1.0,-1.1,4.3,337.0,13
2023,70,8,3.9,-0.3,2.6,-1.0,5.1,345.0,13
2023,70,9,3.3,2.6,3.2,1.7,5.3,347.0,3
2023,70,10,4.2,1.6,2.8,0.9,5.1,339.0,3
2023,70,11,4.6,0.8,2.4,0.2,4.9,333.0,3
2023,70,12,3.6,3.3,1.1,2.9,5.3,341.0,10
2023,70,13,4.6,2.9,0.6,2.6,4.9,331.0,10
2023,70,14,4.4,3.1,1.6,2.5,5.1,335.0,10
2023,70,15,2.6,-1.9,2.8,-2.7,5.5,349.0,7
2023,70,16,4.6,0.5,2.4,-0.4,4.7,330.0,7
2023,70,17,4.3,0.1,2.6,-1.0,4.9,333.0,7
2023,70,18,2.3,-3.8,1.1,-3.9,6.1,345.0,13
2023,70,19,0.5,-3.0,-2.2,-1.6,6.4,354.0,13
2023,70,20,4.7,1.3,-0.6,1.4,5.6,338.0,13
2023,70,21,2.0,-0.1,-2.1,1.0,6.2,353.0,27
2023,70,22,0.8,-5.6,-0.8,-4.3,6.6,364.0,27
2023,70,23,0.0,-2.2,-4.4,0.5,7.1,370.0,27
2023,71,0,1.6,-3.1,-2.6,-1.3,7.9,371.0,30
2023,71,1,0.1,-4.4,-0.2,-3.7,8.4,374.0,30
2023,71,2,2.1,-2.6,-1.1,-1.7,7.7,363.0,30
2023,71,3,3.6,-2.1,-2.0,-1.0,8.4,358.0,20
2023,71,4,1.9,-4.2,-1.2,-3.3,8.5,368.0,20
2023,71,5,4.2,-3.9,1.5,-4.2,8.6,360.0,20
2023,71,6,2.1,-6.3,1.3,-6.4,6.9,371.0,30
2023,71,7,-1.4,-6.2,-4.4,-4.6,6.2,389.0,30
2023,71,8,-1.1,-7.7,-2.9,-6.6,5.6,385.0,30
2023,71,9,-0.6,-8.4,-2.7,-7.4,5.2,384.0,23
2023,71,10,2.0,-4.5,1.8,-4.8,13.5,387.0,23
2023,71,11,3.4,-4.4,3.1,-5.0,17.2,383.0,23
2023,71,12,3.0,-4.7,2.8,-5.3,15.2,379.0,7
2023,71,13,2.5,-4.8,2.1,-5.2,13.9,375.0,7
2023,71,14,2.6,-4.4,2.1,-4.8,12.9,374.0,7
2023,71,15,2.7,-4.1,1.9,-4.5,11.7,369.0,3
2023,71,16,3.6,-2.6,1.0,-2.8,11.9,369.0,3
2023,71,17,4.3,-0.9,1.0,-1.2,10.7,372.0,3
2023,71,18,4.9,0.2,0.7,-0.1,8.2,383.0,7
2023,71,19,4.1,-0.6,1.6,-1.3,9.2,387.0,7
2023,71,20,4.4,-0.7,1.3,-1.3,8.1,385.0,7
2023,71,21,4.4,0.1,0.8,-0.3,9.2,381.0,7
2023,71,22,3.9,-0.7,1.4,-1.3,10.7,379.0,7
2023,71,23,3.9,-0.1,1.4,-0.8,10.7,374.0,7
2023,72,0,3.6,-2.0,2.4,-3.0,8.3,371.0,3
2023,72,1,3.0,-2.7,2.8,-3.8,8.0,368.0,3
2023,72,2,2.2,-3.2,3.0,-4.3,7.3,362.0,3
2023,72,3,1.7,-2.9,2.6,-3.8,8.3,352.0,0
2023,72,4,1.7,-2.6,3.1,-3.7,7.1,348.0,0
2023,72,5,2.3,-2.1,3.0,-3.1,7.4,343.0,0
2023,72,6,3.2,-1.8,3.5,-2.9,7.3,339.0,3
2023,72,7,2.9,-2.3,3.4,-3.2,8.8,339.0,3
2023,72,8,3.0,-2.4,3.4,-3.2,9.0,337.0,3
2023,72,9,3.5,-2.6,3.9,-3.5,7.1,336.0,3
2023,72,10,3.4,-2.3,3.8,-3.2,7.7,332.0,3
2023,72,11,1.3,1.0,5.5,-0.4,6.3,334.0,3
2023,72,12,-0.0,0.4,5.6,-1.0,7.5,334.0,7
2023,72,13,1.2,0.2,5.5,-1.3,8.1,331.0,7
2023,72,14,4.4,0.7,4.6,-0.7,9.3,339.0,7
2023,72,15,2.8,0.9,6.1,-1.2,10.6,332.0,13
2023,72,16,2.3,0.4,6.7,-2.1,10.5,330.0,13
2023,72,17,3.1,3.1,6.6,0.1,10.5,338.0,13
2023,72,18,3.5,5.3,4.9,2.5,11.6,340.0,7
2023,72,19,3.8,6.6,3.5,4.1,12.2,336.0,7
2023,72,20,3.4,6.7,2.6,4.4,14.9,329.0,7
2023,72,21,4.1,7.0,0.0,5.9,14.9,338.0,3
2023,72,22,3.4,6.4,-1.8,6.4,15.6,336.0,3
2023,72,23,0.7,5.8,-3.6,6.8,16.6,324.0,3
2023,73,0,-1.3,5.3,-5.2,7.2,14.1,320.0,27
2023,73,1,-0.9,3.6,-7.0,6.7,12.8,318.0,27
2023,73,2,-1.3,2.4,-6.8,5.4,15.4,318.0,27
2023,73,3,-0.6,5.5,-5.2,7.3,22.7,329.0,37
2023,73,4,-2.9,6.4,1.5,5.2,20.5,329.0,37
2023,73,5,-3.6,9.4,-0.8,9.0,22.2,353.0,37
2023,73,6,-4.0,10.9,-6.4,12.4,21.0,372.0,33
2023,73,7,-2.7,11.1,0.4,10.5,27.1,385.0,33
2023,73,8,-1.7,4.8,6.6,2.8,20.9,405.0,33
2023,73,9,-0.9,1.2,-4.7,2.4,12.6,424.0,33
2023,73,10,-1.2,1.5,-3.2,2.2,14.5,425.0,33
2023,73,11,-0.1,-9.0,-1.9,-8.3,14.9,424.0,33
2023,73,12,-1.5,-7.2,-2.7,-6.3,14.9,423.0,33
2023,73,13,-4.3,-6.7,-1.9,-5.9,13.6,423.0,33
2023,73,14,-5.5,-5.6,-1.7,-4.8,12.5,422.0,33
2023,73,15,-8.0,0.7,0.4,0.5,10.8,409.0,30
2023,73,16,-5.7,2.1,-1.0,2.3,11.3,412.0,30
2023,73,17,-4.4,-1.3,-3.1,0.1,12.0,412.0,30
2023,73,18,-2.2,2.7,-4.1,4.3,12.2,411.0,27
2023,73,19,-2.9,-0.0,-5.0,2.4,13.2,403.0,27
2023,73,20,-3.6,-3.8,-0.1,-3.2,13.5,403.0,27
2023,73,21,-5.9,0.2,-0.4,0.4,13.5,397.0,43
2023,73,22,-7.1,-2.0,-3.1,-0.0,12.5,387.0,43
2023,73,23,-2.3,-1.8,-4.9,1.1,12.9,399.0,43
2023,74,0,-0.8,-3.4,-2.9,-1.4,12.1,407.0,37
2023,74,1,0.8,-3.3,0.2,-2.9,11.1,408.0,37
2023,74,2,-3.3,-1.1,1.5,-1.7,10.9,396.0,37
2023,74,3,-2.2,-0.2,-5.5,2.3,9.6,423.0,57
2023,74,4,-7.7,7.5,-1.6,7.5,13.5,451.0,57
2023,74,5,-10.7,18.0,-3.8,18.1,21.4,556.0,57
2023,74,6,-11.7,13.5,-2.4,13.5,18.3,550.0,40
2023,74,7,-9.3,11.8,-0.2,11.3,16.6,539.0,40
2023,74,8,-8.8,8.2,5.9,6.3,17.5,537.0,40
2023,74,9,-8.8,9.7,0.2,9.3,15.2,524.0,40
2023,74,10,-6.1,8.4,-3.4,9.0,15.5,518.0,40
2023,74,11,-4.0,6.1,2.8,5.2,15.0,512.0,40
2023,74,12,-4.5,7.1,3.0,6.1,11.9,494.0,30
2023,74,13,-5.3,7.6,4.5,6.1,9.8,482.0,30
2023,74,14,-7.4,4.7,-1.4,4.9,9.2,460.0,30
2023,74,15,-4.5,8.5,5.9,6.0,9.5,485.0,20
2023,74,16,-5.6,8.9,3.8,6.8,10.0,478.0,20
2023,74,17,-6.0,8.9,3.1,6.8,10.3,474.0,20
2023,74,18,-3.6,9.1,3.9,6.3,10.8,481.0,20
2023,74,19,-7.0,6.9,-2.4,7.2,10.2,466.0,20
2023,74,20,-8.9,7.2,0.3,6.0,7.8,470.0,20
2023,74,21,-4.9,-0.8,-10.5,4.9,7.5,487.0,57
2023,74,22,5.7,-5.4,-3.3,-2.8,7.9,517.0,57
2023,74,23,5.7,-5.1,8.3,-8.8,9.0,500.0,57
2023,75,0,2.6,-2.2,6.6,-5.4,10.3,528.0,37
2023,75,1,4.9,-2.0,0.8,-2.1,7.4,558.0,37
2023,75,2,-2.3,1.4,1.6,0.4,5.9,523.0,37
2023,75,3,-3.3,1.7,3.2,0.1,5.0,508.0,23
2023,75,4,4.9,-2.9,1.9,-3.4,3.0,551.0,23
2023,75,5,4.6,-2.7,1.2,-3.0,2.4,559.0,23
2023,75,6,3.2,-1.2,3.2,-2.2,2.8,539.0,7
2023,75,7,0.3,-0.1,4.0,-1.3,2.5,523.0,7
2023,75,8,1.3,0.4,2.9,-0.4,2.2,534.0,7
2023,75,9,-0.1,1.2,3.5,0.3,2.3,519.0,10
2023,75,10,-2.7,0.0,2.5,-0.6,2.3,492.0,10
2023,75,11,-1.6,-1.4,3.5,-2.2,2.4,506.0,10
2023,75,12,-0.9,-1.3,4.4,-2.4,2.6,511.0,0
2023,75,13,-0.9,-1.4,4.3,-2.5,2.4,507.0,0
2023,75,14,-1.4,-1.0,4.1,-2.2,2.5,497.0,0
2023,75,15,-1.3,-1.3,4.2,-2.6,2.6,491.0,3
